id,Account,Amount,Counterparty,Tags,Date,Location
1884,Checking,235.87,Uber,"Groceries, Dining, Travel, Transportation",2022-06-12,Japan
1885,Joint Account,592.57,ACME,"Entertainment, Groceries, Travel, General Expenses, Transportation, Dining",2022-11-03,Japan
1886,Checking,235.69,Starbucks,Entertainment,2022-11-16,Japan
1887,Checking,342.27,Starbucks,"Entertainment, Transportation, Dining",2022-12-15,Japan
1888,Joint Account,452.31,Uber,"General Expenses, Entertainment, Transportation, Dining, Travel",2022-09-24,Indonesia
1889,Checking,802.0,Gojek,Travel,2022-12-29,Australia
1890,Savings,146.88,Google,"Dining, Travel, Transportation",2022-06-22,Indonesia
1891,Savings,286.08,ACME,"Dining, Groceries, General Expenses, Transportation, Travel",2022-07-01,Singapore
1892,Joint Account,551.32,Grab,"General Expenses, Transportation, Entertainment, Groceries, Travel, Dining",2022-10-16,Australia
1893,Joint Account,237.99,Starbucks,"Dining, Transportation, General Expenses",2022-08-19,Indonesia
1894,Checking,961.22,Amazon,"Dining, Entertainment, Transportation, General Expenses",2022-09-25,Australia
1895,Checking,618.33,Grab,"Groceries, Travel, Entertainment, Dining, General Expenses, Transportation",2022-06-11,Japan
1896,Checking,30.94,Amazon,"Transportation, Entertainment, Dining, Travel",2022-07-31,Japan
1897,Savings,188.26,Fairprice,General Expenses,2022-08-13,Indonesia
1898,Joint Account,804.52,Grab,"Dining, Entertainment, Transportation",2022-11-20,Japan
1899,Savings,679.84,Uber,"Transportation, General Expenses, Dining, Groceries, Travel, Entertainment",2022-11-12,Japan
1900,Savings,670.38,Amazon,"Transportation, Entertainment",2022-07-01,Indonesia
1901,Checking,480.9,Starbucks,"Groceries, Travel, Entertainment, Transportation",2022-11-11,Indonesia
1902,Checking,554.59,ACME,General Expenses,2022-06-12,Japan
1903,Checking,895.93,Walmart,"Entertainment, Transportation, Dining, General Expenses, Groceries, Travel",2022-07-04,Japan
1904,Checking,144.48,Google,"Groceries, Dining",2022-06-13,Australia
1905,Savings,808.29,ACME,"Dining, Travel, Transportation, Groceries, Entertainment, General Expenses",2022-08-31,Indonesia
1906,Checking,386.71,Uber,"Dining, Transportation, Entertainment",2022-06-12,Japan
1907,Joint Account,91.75,Starbucks,"Entertainment, General Expenses, Transportation, Groceries, Dining, Travel",2022-12-20,Japan
1908,Joint Account,937.87,Walmart,Transportation,2022-12-29,Indonesia
1909,Joint Account,603.74,Gojek,Transportation,2022-08-27,Japan
1910,Joint Account,79.29,Fairprice,"General Expenses, Groceries",2022-11-18,Singapore
1911,Joint Account,692.63,Google,"Entertainment, General Expenses, Dining",2022-11-16,Singapore
1912,Savings,276.97,Uber,"Entertainment, Transportation",2022-06-16,Japan
1913,Joint Account,637.88,Fairprice,"Travel, General Expenses, Dining, Groceries",2022-06-16,Japan
1914,Joint Account,388.12,ACME,Travel,2022-12-25,Indonesia
1915,Checking,770.65,Amazon,"Dining, Transportation, Travel",2022-09-12,Australia
1916,Savings,58.46,ACME,General Expenses,2022-12-23,Japan
1917,Joint Account,608.57,Grab,"Travel, Entertainment",2022-10-02,Japan
1918,Savings,260.77,Google,"Travel, Entertainment, General Expenses, Dining, Groceries",2022-06-25,Singapore
1919,Checking,205.1,Uber,"Groceries, Transportation, Travel, General Expenses, Entertainment",2022-08-03,Singapore
1920,Joint Account,573.58,Grab,"Entertainment, Dining",2022-06-13,Singapore
1921,Savings,236.89,ACME,"Groceries, Travel, Dining, General Expenses",2022-09-25,Japan
1922,Savings,556.44,Uber,"Dining, Travel, Transportation, General Expenses, Entertainment, Groceries",2022-10-26,Singapore
1923,Joint Account,125.15,Fairprice,"General Expenses, Groceries, Transportation",2022-11-24,Singapore
1924,Checking,315.61,Fairprice,"Dining, Groceries",2022-08-05,Japan
1925,Joint Account,985.52,ACME,"Dining, General Expenses, Travel, Entertainment",2022-11-12,Australia
1926,Joint Account,693.77,Grab,"Transportation, Groceries, Entertainment",2022-07-15,Japan
1927,Joint Account,351.11,Grab,"Travel, Transportation, General Expenses, Entertainment, Groceries, Dining",2022-06-25,Australia
1928,Checking,916.78,Walmart,"General Expenses, Transportation, Travel, Dining",2022-12-23,Australia
1929,Savings,153.1,Walmart,"Transportation, Groceries, Dining, Entertainment, General Expenses",2022-12-09,Indonesia
1930,Savings,705.3,Uber,"Groceries, Dining",2022-06-09,Australia
1931,Savings,184.4,Fairprice,"Groceries, Entertainment, Travel",2022-11-18,Japan
1932,Checking,235.94,Google,"General Expenses, Entertainment, Travel, Dining, Transportation",2022-11-05,Singapore
1933,Checking,865.28,Amazon,"Dining, General Expenses, Entertainment, Travel, Transportation",2022-10-01,Australia
1934,Checking,568.59,Fairprice,"General Expenses, Travel, Entertainment, Dining, Groceries, Transportation",2022-09-02,Japan
1935,Savings,503.58,Gojek,"Groceries, Travel, General Expenses, Dining",2022-08-20,Indonesia
1936,Joint Account,326.92,Starbucks,"General Expenses, Travel, Groceries",2022-08-01,Indonesia
1937,Checking,590.14,Starbucks,"General Expenses, Transportation, Dining",2022-06-13,Japan
1938,Joint Account,646.07,Walmart,"Groceries, Travel",2022-11-01,Japan
1939,Checking,130.5,Walmart,"Groceries, Transportation",2022-06-06,Australia
1940,Joint Account,841.35,Uber,"Transportation, Entertainment",2022-11-16,Japan
1941,Savings,891.43,Gojek,"Travel, Entertainment, Transportation",2022-07-18,Japan
1942,Checking,800.99,Starbucks,General Expenses,2022-08-21,Singapore
1943,Joint Account,43.49,Grab,"General Expenses, Groceries, Dining, Travel",2022-11-13,Singapore
1944,Joint Account,529.71,Walmart,Transportation,2022-06-27,Indonesia
1945,Savings,49.68,ACME,"Entertainment, Travel, Groceries, General Expenses",2022-11-28,Australia
1946,Joint Account,437.66,Grab,"Transportation, Travel",2022-10-27,Indonesia
1947,Joint Account,706.92,Amazon,"Entertainment, Groceries, Dining, Travel, Transportation",2022-06-28,Japan
1948,Joint Account,286.03,Uber,"Travel, Groceries, Transportation, General Expenses, Dining, Entertainment",2022-07-10,Japan
1949,Savings,284.97,Fairprice,"Travel, Entertainment, General Expenses, Groceries, Dining",2022-11-06,Singapore
1950,Checking,663.77,Starbucks,"Entertainment, Dining, General Expenses",2022-10-03,Japan
1951,Savings,449.44,Google,"Travel, Entertainment, Dining, Transportation, General Expenses, Groceries",2022-09-03,Indonesia
1952,Joint Account,846.22,Fairprice,"Entertainment, Groceries, General Expenses, Travel",2022-09-09,Japan
1953,Joint Account,4.27,Walmart,"Dining, General Expenses, Entertainment, Groceries, Transportation",2022-08-18,Australia
1954,Checking,559.51,Grab,"Groceries, Entertainment, Transportation",2022-07-07,Indonesia
1955,Savings,449.04,Google,"Dining, General Expenses, Groceries, Travel, Entertainment, Transportation",2022-09-16,Australia
1956,Savings,695.3,Uber,"Travel, Dining, Entertainment, Transportation, General Expenses, Groceries",2022-07-11,Indonesia
1957,Checking,462.36,Fairprice,"Groceries, Entertainment, Transportation, Travel, General Expenses, Dining",2022-11-12,Indonesia
1958,Joint Account,135.19,Google,"Travel, Groceries, Transportation, Entertainment",2022-10-28,Indonesia
1959,Savings,380.88,Gojek,"Travel, General Expenses, Dining, Groceries, Entertainment, Transportation",2022-11-30,Indonesia
1960,Checking,734.27,Amazon,"Transportation, General Expenses, Travel, Dining, Groceries",2022-06-13,Singapore
1961,Joint Account,921.53,Gojek,Transportation,2022-07-01,Australia
1962,Checking,923.6,Google,"Dining, Transportation, General Expenses",2022-12-28,Singapore
1963,Checking,384.96,Walmart,"General Expenses, Groceries, Entertainment, Travel, Dining",2022-11-18,Australia
1964,Checking,690.24,Grab,Travel,2022-06-16,Australia
1965,Savings,538.43,Gojek,"Travel, Groceries, Dining, Transportation, Entertainment",2022-09-12,Australia
1966,Checking,357.71,Walmart,"General Expenses, Travel",2022-10-22,Singapore
1967,Checking,719.39,Starbucks,"Entertainment, Groceries, General Expenses, Dining, Travel",2022-06-29,Japan
1968,Joint Account,869.0,Starbucks,Groceries,2022-06-01,Australia
1969,Checking,806.37,Amazon,"Travel, Groceries, General Expenses, Entertainment, Dining, Transportation",2022-09-28,Japan
1970,Savings,445.53,Google,"Travel, Groceries, Dining, Transportation",2022-09-17,Australia
1971,Savings,71.73,Walmart,"Travel, Transportation, Groceries",2022-10-22,Australia
1972,Savings,494.21,Amazon,"Transportation, General Expenses",2022-12-18,Japan
1973,Joint Account,993.98,ACME,"Groceries, Entertainment, Transportation, Dining, Travel",2022-12-19,Indonesia
1974,Savings,525.52,Walmart,"Transportation, Groceries, Entertainment",2022-09-05,Singapore
1975,Joint Account,947.54,ACME,"Dining, Transportation, Entertainment",2022-06-11,Indonesia
1976,Checking,375.39,Amazon,"Groceries, General Expenses, Dining, Transportation",2022-11-06,Australia
1977,Savings,385.46,Amazon,"Dining, Entertainment",2022-12-11,Indonesia
1978,Savings,955.5,Gojek,"Dining, Entertainment",2022-10-10,Singapore
1979,Joint Account,614.78,Google,"Entertainment, Dining, General Expenses, Transportation",2022-06-21,Japan
1980,Joint Account,705.48,Grab,Entertainment,2022-10-07,Indonesia
1981,Savings,445.13,Amazon,"Transportation, Groceries",2022-07-05,Japan
1982,Checking,523.37,Grab,"Transportation, General Expenses, Travel, Dining, Groceries, Entertainment",2022-08-25,Singapore
1983,Checking,77.57,Starbucks,"Dining, General Expenses, Groceries, Travel",2022-07-08,Japan
1984,Checking,526.34,Starbucks,"Dining, Entertainment, Travel, Transportation",2022-12-06,Australia
1985,Checking,594.07,Fairprice,"Dining, Groceries, Travel, General Expenses, Transportation, Entertainment",2022-09-03,Australia
1986,Joint Account,509.37,Starbucks,Transportation,2022-07-20,Singapore
1987,Savings,973.15,Walmart,"Dining, Travel",2022-08-06,Indonesia
1988,Joint Account,451.73,Google,"Entertainment, General Expenses, Groceries, Travel, Transportation",2022-07-02,Australia
1989,Joint Account,128.18,Google,"Groceries, Dining, General Expenses, Travel, Transportation",2022-09-02,Australia
1990,Checking,895.05,Amazon,"Transportation, General Expenses, Entertainment, Dining",2022-12-28,Indonesia
1991,Joint Account,154.78,ACME,Transportation,2022-08-08,Japan
1992,Savings,716.03,Gojek,"Travel, Entertainment, Dining, General Expenses",2022-11-04,Indonesia
1993,Joint Account,887.21,Fairprice,"Entertainment, General Expenses",2022-09-05,Indonesia
1994,Checking,227.65,Gojek,"Transportation, Entertainment, General Expenses",2022-09-10,Indonesia
1995,Savings,213.85,Google,"Entertainment, Transportation",2022-11-06,Australia
1996,Joint Account,361.32,Grab,"Travel, Transportation, Dining, Entertainment, General Expenses",2022-09-19,Japan
1997,Savings,432.18,Walmart,"Groceries, General Expenses, Transportation, Travel, Dining, Entertainment",2022-10-07,Indonesia
1998,Joint Account,842.9,Google,"Entertainment, Transportation",2022-10-27,Japan
1999,Checking,408.19,Gojek,"Entertainment, Groceries, Transportation, Dining, Travel, General Expenses",2022-08-19,Indonesia
2000,Savings,354.44,Grab,"Entertainment, General Expenses, Transportation, Groceries, Dining, Travel",2022-07-28,Japan
2001,Checking,600.4,ACME,"Travel, Dining, General Expenses",2022-06-14,Singapore
2002,Checking,645.59,Google,"Entertainment, General Expenses",2022-11-17,Indonesia
2003,Joint Account,891.5,Fairprice,"Travel, General Expenses, Transportation",2022-08-17,Singapore
2004,Checking,193.79,Google,Travel,2022-10-18,Australia
2005,Savings,893.24,Walmart,"Groceries, Transportation, Dining",2022-07-19,Singapore
2006,Savings,535.71,ACME,"Groceries, General Expenses, Travel, Transportation, Entertainment",2022-08-29,Indonesia
2007,Savings,156.97,Uber,Travel,2022-11-29,Indonesia
2008,Savings,212.6,Uber,Travel,2022-06-30,Singapore
2009,Savings,873.37,ACME,"Groceries, Travel, Transportation, General Expenses, Dining",2022-11-13,Singapore
2010,Savings,408.87,Grab,Entertainment,2022-11-04,Japan
2011,Checking,783.5,Uber,"Dining, General Expenses, Travel, Groceries, Transportation, Entertainment",2022-08-27,Japan
2012,Joint Account,392.94,Gojek,"Dining, General Expenses, Travel, Transportation, Groceries",2022-07-29,Indonesia
2013,Savings,804.67,Starbucks,"Entertainment, General Expenses",2022-10-27,Singapore
2014,Joint Account,529.05,ACME,"Entertainment, Groceries, Dining, Travel, Transportation",2022-09-23,Singapore
2015,Savings,64.51,ACME,"Dining, Transportation, Entertainment, Travel, General Expenses, Groceries",2022-07-29,Singapore
2016,Checking,554.61,Gojek,"General Expenses, Dining, Travel, Entertainment, Transportation",2022-08-19,Indonesia
2017,Joint Account,576.7,Fairprice,"Entertainment, Transportation, Dining, Groceries, General Expenses, Travel",2022-07-31,Australia
2018,Checking,472.29,Amazon,"General Expenses, Travel, Dining, Entertainment, Transportation",2022-08-26,Singapore
2019,Checking,373.38,Amazon,Dining,2022-11-27,Singapore
2020,Joint Account,800.78,Grab,"Groceries, Transportation, Travel, Dining, General Expenses",2022-07-05,Australia
2021,Joint Account,639.02,Fairprice,"General Expenses, Transportation, Entertainment",2022-12-16,Japan
2022,Savings,124.73,Grab,Groceries,2022-08-05,Singapore
2023,Savings,57.68,Fairprice,"Travel, General Expenses, Dining",2022-09-12,Singapore
2024,Savings,226.38,Starbucks,Travel,2022-12-02,Japan
2025,Checking,964.23,Uber,"Dining, Travel, Entertainment, Groceries, Transportation, General Expenses",2022-10-28,Singapore
2026,Checking,85.7,Fairprice,"General Expenses, Entertainment",2022-08-14,Indonesia
2027,Checking,179.43,Grab,"Dining, Groceries, Transportation",2022-08-05,Australia
2028,Savings,109.14,Gojek,Transportation,2022-12-10,Australia
2029,Checking,570.98,Fairprice,"Travel, General Expenses, Groceries, Transportation, Dining",2022-06-07,Japan
2030,Joint Account,80.51,Fairprice,"Groceries, General Expenses, Transportation, Dining, Travel, Entertainment",2022-11-12,Singapore
2031,Savings,265.57,Gojek,"Groceries, Travel, Transportation",2022-11-21,Singapore
2032,Savings,102.51,Google,"Entertainment, Groceries, Transportation, General Expenses",2022-12-09,Japan
2033,Savings,121.21,Starbucks,"General Expenses, Groceries, Travel, Transportation, Entertainment, Dining",2022-11-06,Japan
2034,Joint Account,426.36,Amazon,"Groceries, Travel",2022-06-16,Japan
2035,Checking,426.46,Grab,"Groceries, Entertainment, Dining, Travel",2022-12-21,Singapore
2036,Checking,859.59,Uber,"Travel, Entertainment, Groceries, Transportation, General Expenses, Dining",2022-08-23,Australia
2037,Savings,401.48,ACME,"Entertainment, Transportation, Dining, Travel, Groceries",2022-08-14,Australia
2038,Checking,469.12,Grab,"Dining, Groceries, Travel, General Expenses, Transportation, Entertainment",2022-09-14,Japan
2039,Joint Account,87.86,Gojek,"Groceries, Dining, Entertainment, Travel, General Expenses",2022-11-05,Japan
2040,Joint Account,193.93,Google,"Groceries, Dining, Transportation, General Expenses",2022-08-18,Japan
2041,Checking,24.23,Walmart,"General Expenses, Travel",2022-09-02,Indonesia
2042,Checking,428.59,Google,"Entertainment, Dining, Transportation, General Expenses, Travel, Groceries",2022-07-26,Australia
2043,Joint Account,728.64,Grab,"Travel, General Expenses",2022-09-14,Singapore
2044,Joint Account,477.81,Fairprice,General Expenses,2022-07-19,Indonesia
2045,Checking,654.01,Google,Travel,2022-12-16,Australia
2046,Joint Account,96.52,Fairprice,General Expenses,2022-10-05,Australia
2047,Savings,588.78,Starbucks,"Groceries, Dining",2022-12-12,Singapore
2048,Checking,577.22,Fairprice,"General Expenses, Entertainment, Dining",2022-06-18,Indonesia
2049,Joint Account,875.43,Fairprice,"General Expenses, Transportation, Travel, Groceries",2022-07-27,Japan
2050,Checking,621.55,ACME,General Expenses,2022-07-22,Japan
2051,Checking,460.36,Walmart,"Entertainment, Dining, Transportation, Travel",2022-06-13,Singapore
2052,Checking,351.1,Grab,"Dining, Travel, General Expenses, Transportation, Groceries",2022-12-29,Australia
2053,Joint Account,366.23,Grab,"Travel, Entertainment",2022-06-29,Singapore
2054,Joint Account,101.99,ACME,"Dining, Entertainment, General Expenses, Groceries, Transportation, Travel",2022-12-03,Japan
2055,Joint Account,139.88,Grab,"Travel, Transportation, Dining, General Expenses",2022-10-26,Indonesia
2056,Savings,367.27,Walmart,"Entertainment, Transportation, Groceries, Dining, Travel, General Expenses",2022-09-08,Indonesia
2057,Checking,303.2,Fairprice,"Transportation, Travel, General Expenses, Entertainment, Dining, Groceries",2022-12-04,Japan
2058,Checking,577.78,Fairprice,"Dining, Travel, Groceries, Entertainment, Transportation",2022-07-17,Japan
2059,Joint Account,881.91,Uber,"Entertainment, Groceries, General Expenses, Transportation, Travel",2022-08-31,Australia
